type,organism,conservation_score
Non-essential,S. pombe,0.4879065
Non-essential,S. pombe,0.373489
Non-essential,S. pombe,0.509914
Non-essential,S. pombe,0.4267575
Non-essential,S. pombe,0.597612
Non-essential,S. pombe,0.559859
Non-essential,S. pombe,0.580724
Non-essential,S. pombe,0.48111
Non-essential,S. pombe,0.6772125
Non-essential,S. pombe,0.6239025
Non-essential,S. pombe,0.5439235
Non-essential,S. pombe,0.6296535
Non-essential,S. pombe,0.5288185
Non-essential,S. pombe,0.682574
Non-essential,S. pombe,0.4985005
Non-essential,S. pombe,0.604551
Non-essential,S. pombe,0.441397
Non-essential,S. pombe,0.492651
Non-essential,S. pombe,0.381637
Non-essential,S. pombe,0.5737225
Non-essential,S. pombe,0.618342
Non-essential,S. pombe,0.739828
Non-essential,S. pombe,0.344101
Non-essential,S. pombe,0.3318485
Non-essential,S. pombe,0.542141
Non-essential,S. pombe,0.5964
Non-essential,S. pombe,0.584306
Non-essential,S. pombe,0.58158
Non-essential,S. pombe,0.622671
Non-essential,S. pombe,0.478361
Non-essential,S. pombe,0.465775
Non-essential,S. pombe,0.439031
Non-essential,S. pombe,0.442407
Non-essential,S. pombe,0.492196
Non-essential,S. pombe,0.514552
Non-essential,S. pombe,0.7522765
Non-essential,S. pombe,0.4931945
Non-essential,S. pombe,0.653279
Non-essential,S. pombe,0.677231
Non-essential,S. pombe,0.693887
Non-essential,S. pombe,0.473565
Non-essential,S. pombe,0.738109
Non-essential,S. pombe,0.575029
Non-essential,S. pombe,0.5446905
Non-essential,S. pombe,0.626136
Non-essential,S. pombe,0.6075155
Non-essential,S. pombe,0.555282
Non-essential,S. pombe,0.5600565
Non-essential,S. pombe,0.5210605
Non-essential,S. pombe,0.472343
Non-essential,S. pombe,0.791997
Non-essential,S. pombe,0.577062
Non-essential,S. pombe,0.557802
Non-essential,S. pombe,0.373744
Non-essential,S. pombe,0.6606975
Non-essential,S. pombe,0.491822
Non-essential,S. pombe,0.339957
Non-essential,S. pombe,0.517814
Non-essential,S. pombe,0.458209
Non-essential,S. pombe,0.643428
Non-essential,S. pombe,0.507786
Non-essential,S. pombe,0.569273
Non-essential,S. pombe,0.683922
Non-essential,S. pombe,0.442371
Non-essential,S. pombe,0.469764
Non-essential,S. pombe,0.394282
Non-essential,S. pombe,0.5477025
Non-essential,S. pombe,0.451145
Non-essential,S. pombe,0.6767055
Non-essential,S. pombe,0.481459
Non-essential,S. pombe,0.379366
Non-essential,S. pombe,0.7117815
Non-essential,S. pombe,0.443405
Non-essential,S. pombe,0.612713
Non-essential,S. pombe,0.53269
Non-essential,S. pombe,0.450484
Non-essential,S. pombe,0.621124
Non-essential,S. pombe,0.606118
Non-essential,S. pombe,0.5619005
Non-essential,S. pombe,0.403495
Non-essential,S. pombe,0.783056
Non-essential,S. pombe,0.566766
Non-essential,S. pombe,0.562424
Non-essential,S. pombe,0.700942
Non-essential,S. pombe,0.4803225
Non-essential,S. pombe,0.422649
Non-essential,S. pombe,0.485564
Non-essential,S. pombe,0.3225325
Non-essential,S. pombe,0.686618
Non-essential,S. pombe,0.613132
Non-essential,S. pombe,0.684109
Non-essential,S. pombe,0.401995
Non-essential,S. pombe,0.4848875
Non-essential,S. pombe,0.457886
Non-essential,S. pombe,0.46649
Non-essential,S. pombe,0.56874
Non-essential,S. pombe,0.736282
Non-essential,S. pombe,0.550953
Non-essential,S. pombe,0.588903
Non-essential,S. pombe,0.607365
Non-essential,S. pombe,0.590471
Non-essential,S. pombe,0.681062
Non-essential,S. pombe,0.660728
Non-essential,S. pombe,0.637591
Non-essential,S. pombe,0.6268185
Non-essential,S. pombe,0.5150545
Non-essential,S. pombe,0.547026
Non-essential,S. pombe,0.68353
Non-essential,S. pombe,0.5471865
Non-essential,S. pombe,0.525577
Non-essential,S. pombe,0.50138
Non-essential,S. pombe,0.4591805
Non-essential,S. pombe,0.402009
Non-essential,S. pombe,0.367531
Non-essential,S. pombe,0.658703
Non-essential,S. pombe,0.454741
Non-essential,S. pombe,0.3950025
Non-essential,S. pombe,0.480855
Non-essential,S. pombe,0.678925
Non-essential,S. pombe,0.672772
Non-essential,S. pombe,0.510301
Non-essential,S. pombe,0.727612
Non-essential,S. pombe,0.5025805
Non-essential,S. pombe,0.50214
Non-essential,S. pombe,0.483703
Non-essential,S. pombe,0.4905835
Non-essential,S. pombe,0.539636
Non-essential,S. pombe,0.556867
Non-essential,S. pombe,0.5132665
Non-essential,S. pombe,0.6804035
Non-essential,S. pombe,0.557441
Non-essential,S. pombe,0.397998
Non-essential,S. pombe,0.60554
Non-essential,S. pombe,0.467486
Non-essential,S. pombe,0.52962
Non-essential,S. pombe,0.5128595
Non-essential,S. pombe,0.447375
Non-essential,S. pombe,0.5441505
Non-essential,S. pombe,0.637174
Non-essential,S. pombe,0.734485
Non-essential,S. pombe,0.754741
Non-essential,S. pombe,0.531704
Non-essential,S. pombe,0.423874
Non-essential,S. pombe,0.438092
Non-essential,S. pombe,0.47117
Non-essential,S. pombe,0.613591
Non-essential,S. pombe,0.752974
Non-essential,S. pombe,0.687368
Non-essential,S. pombe,0.674032
Non-essential,S. pombe,0.733335
Non-essential,S. pombe,0.603683
Non-essential,S. pombe,0.376745
Non-essential,S. pombe,0.542586
Non-essential,S. pombe,0.6383235
Non-essential,S. pombe,0.513785
Non-essential,S. pombe,0.42623
Non-essential,S. pombe,0.785297
Non-essential,S. pombe,0.624882
Non-essential,S. pombe,0.54619
Non-essential,S. pombe,0.539199
Non-essential,S. pombe,0.522547
Non-essential,S. pombe,0.34947
Non-essential,S. pombe,0.508218
Non-essential,S. pombe,0.438305
Non-essential,S. pombe,0.7729805
Non-essential,S. pombe,0.580997
Non-essential,S. pombe,0.47079
Non-essential,S. pombe,0.538779
Non-essential,S. pombe,0.4939695
Non-essential,S. pombe,0.278269
Non-essential,S. pombe,0.668061
Non-essential,S. pombe,0.546848
Non-essential,S. pombe,0.379204
Non-essential,S. pombe,0.530999
Non-essential,S. pombe,0.580217
Non-essential,S. pombe,0.698912
Non-essential,S. pombe,0.5356485
Non-essential,S. pombe,0.615734
Non-essential,S. pombe,0.5033355
Non-essential,S. pombe,0.416957
Non-essential,S. pombe,0.561492
Non-essential,S. pombe,0.649991
Non-essential,S. pombe,0.46752
Non-essential,S. pombe,0.580862
Non-essential,S. pombe,0.533199
Non-essential,S. pombe,0.51672
Non-essential,S. pombe,0.526835
Non-essential,S. pombe,0.4844085
Non-essential,S. pombe,0.777818
Non-essential,S. pombe,0.405994
Non-essential,S. pombe,0.692919
Non-essential,S. pombe,0.710135
Non-essential,S. pombe,0.6371485
Non-essential,S. pombe,0.407112
Non-essential,S. pombe,0.58718
Non-essential,S. pombe,0.5646655
Non-essential,S. pombe,0.5955455
Non-essential,S. pombe,0.4658675
Non-essential,S. pombe,0.5484605
Non-essential,S. pombe,0.47555
Non-essential,S. pombe,0.6747145
Non-essential,S. pombe,0.3925265
Non-essential,S. pombe,0.467476
Non-essential,S. pombe,0.4601745
Non-essential,S. pombe,0.450019
Non-essential,S. pombe,0.508681
Non-essential,S. pombe,0.695238
Non-essential,S. pombe,0.490484
Non-essential,S. pombe,0.31312
Non-essential,S. pombe,0.7629425
Non-essential,S. pombe,0.714555
Non-essential,S. pombe,0.449798
Non-essential,S. pombe,0.539787
Non-essential,S. pombe,0.440835
Non-essential,S. pombe,0.777109
Non-essential,S. pombe,0.7856225
Non-essential,S. pombe,0.601887
Non-essential,S. pombe,0.668284
Non-essential,S. pombe,0.513057
Non-essential,S. pombe,0.485696
Non-essential,S. pombe,0.506126
Non-essential,S. pombe,0.397746
Non-essential,S. pombe,0.619935
Non-essential,S. pombe,0.634557
Non-essential,S. pombe,0.394922
Non-essential,S. pombe,0.621938
Non-essential,S. pombe,0.6196595
Non-essential,S. pombe,0.407112
Non-essential,S. pombe,0.621938
Non-essential,S. pombe,0.6521115
Non-essential,S. pombe,0.7074965
Non-essential,S. pombe,0.626817
Non-essential,S. pombe,0.451964
Non-essential,S. pombe,0.651614
Non-essential,S. pombe,0.784932
Non-essential,S. pombe,0.5548565
Non-essential,S. pombe,0.495058
Non-essential,S. pombe,0.702956
Non-essential,S. pombe,0.5029775
Non-essential,S. pombe,0.352297
Non-essential,S. pombe,0.6767055
Non-essential,S. pombe,0.533493
Non-essential,S. pombe,0.480397
Non-essential,S. pombe,0.516281
Non-essential,S. pombe,0.73332
Non-essential,S. pombe,0.32008
Non-essential,S. pombe,0.5688835
Non-essential,S. pombe,0.7294035
Non-essential,S. pombe,0.453987
Non-essential,S. pombe,0.742887
Non-essential,S. pombe,0.367281
Non-essential,S. pombe,0.380626
Non-essential,S. pombe,0.375149
Non-essential,S. pombe,0.5401145
Non-essential,S. pombe,0.392554
Non-essential,S. pombe,0.628946
Non-essential,S. pombe,0.638208
Non-essential,S. pombe,0.4856715
Non-essential,S. pombe,0.535307
Non-essential,S. pombe,0.518937
Non-essential,S. pombe,0.577739
Non-essential,S. pombe,0.6606975
Non-essential,S. pombe,0.4394485
Non-essential,S. pombe,0.600269
Non-essential,S. pombe,0.5354265
Non-essential,S. pombe,0.670927
Non-essential,S. pombe,0.406234
Non-essential,S. pombe,0.429888
Non-essential,S. pombe,0.499195
Non-essential,S. pombe,0.573777
Non-essential,S. pombe,0.502047
Non-essential,S. pombe,0.7097385
Non-essential,S. pombe,0.790218
Non-essential,S. pombe,0.695353
Non-essential,S. pombe,0.54674
Non-essential,S. pombe,0.621801
Non-essential,S. pombe,0.4458805
Non-essential,S. pombe,0.54619
Non-essential,S. pombe,0.54619
Non-essential,S. pombe,0.535539
Non-essential,S. pombe,0.5255105
Non-essential,S. pombe,0.633873
Non-essential,S. pombe,0.583025
Non-essential,S. pombe,0.4363995
Non-essential,S. pombe,0.64649
Non-essential,S. pombe,0.718744
Non-essential,S. pombe,0.727062
Non-essential,S. pombe,0.657308
Non-essential,S. pombe,0.611047
Non-essential,S. pombe,0.7055875
Non-essential,S. pombe,0.576343
Non-essential,S. pombe,0.585981
Non-essential,S. pombe,0.54249
Non-essential,S. pombe,0.4128755
Non-essential,S. pombe,0.379636
Non-essential,S. pombe,0.572207
Non-essential,S. pombe,0.66951
Non-essential,S. pombe,0.695758
Non-essential,S. pombe,0.506899
Non-essential,S. pombe,0.4763205
Non-essential,S. pombe,0.411363
Non-essential,S. pombe,0.421739
Non-essential,S. pombe,0.5478985
Non-essential,S. pombe,0.5939215
Non-essential,S. pombe,0.694796
Non-essential,S. pombe,0.410443
Non-essential,S. pombe,0.493317
Non-essential,S. pombe,0.62665
Non-essential,S. pombe,0.5571
Non-essential,S. pombe,0.490541
Non-essential,S. pombe,0.475818
Non-essential,S. pombe,0.5358625
Non-essential,S. pombe,0.634396
Non-essential,S. pombe,0.3454405
Non-essential,S. pombe,0.4394545
Non-essential,S. pombe,0.583993
Non-essential,S. pombe,0.5042335
Non-essential,S. pombe,0.536783
Non-essential,S. pombe,0.6738665
Non-essential,S. pombe,0.668189
Non-essential,S. pombe,0.574688
Non-essential,S. pombe,0.713045
Non-essential,S. pombe,0.623135
Non-essential,S. pombe,0.6504465
Non-essential,S. pombe,0.646777
Non-essential,S. pombe,0.6299505
Non-essential,S. pombe,0.5631195
Non-essential,S. pombe,0.5353325
Non-essential,S. pombe,0.669514
Non-essential,S. pombe,0.469596
Non-essential,S. pombe,0.7012525
Non-essential,S. pombe,0.643238
Non-essential,S. pombe,0.551333
Non-essential,S. pombe,0.707136
Non-essential,S. pombe,0.4780855
Non-essential,S. pombe,0.4552305
Non-essential,S. pombe,0.508757
Non-essential,S. pombe,0.628133
Non-essential,S. pombe,0.4181095
Non-essential,S. pombe,0.559892
Non-essential,S. pombe,0.506501
Non-essential,S. pombe,0.734537
Non-essential,S. pombe,0.56549
Non-essential,S. pombe,0.5731525
Non-essential,S. pombe,0.5985645
Non-essential,S. pombe,0.5678935
Non-essential,S. pombe,0.5574615
Non-essential,S. pombe,0.567133
Non-essential,S. pombe,0.4957435
Non-essential,S. pombe,0.5910695
Non-essential,S. pombe,0.411363
Non-essential,S. pombe,0.579796
Non-essential,S. pombe,0.455489
Non-essential,S. pombe,0.754181
Non-essential,S. pombe,0.5361195
Non-essential,S. pombe,0.345594
Non-essential,S. pombe,0.749383
Non-essential,S. pombe,0.456944
Non-essential,S. pombe,0.412397
Non-essential,S. pombe,0.5120325
Non-essential,S. pombe,0.43069
Non-essential,S. pombe,0.4532575
Non-essential,S. pombe,0.520902
Non-essential,S. pombe,0.509192
Non-essential,S. pombe,0.59689
Non-essential,S. pombe,0.5792485
Non-essential,S. pombe,0.405099
Non-essential,S. pombe,0.699157
Non-essential,S. pombe,0.640764
Non-essential,S. pombe,0.545463
Non-essential,S. pombe,0.735746
Non-essential,S. pombe,0.69233
Non-essential,S. pombe,0.485642
Non-essential,S. pombe,0.387718
Non-essential,S. pombe,0.342729
Non-essential,S. pombe,0.535079
Non-essential,S. pombe,0.518489
Non-essential,S. pombe,0.6721555
Non-essential,S. pombe,0.4667885
Non-essential,S. pombe,0.61861
Non-essential,S. pombe,0.4199115
Non-essential,S. pombe,0.339923
Non-essential,S. pombe,0.728395
Non-essential,S. pombe,0.4867805
Non-essential,S. pombe,0.428635
Non-essential,S. pombe,0.537758
Non-essential,S. pombe,0.461035
Non-essential,S. pombe,0.5663305
Non-essential,S. pombe,0.3562615
Non-essential,S. pombe,0.480973
Non-essential,S. pombe,0.5782915
Non-essential,S. pombe,0.507646
Non-essential,S. pombe,0.416591
Non-essential,S. pombe,0.724606
Non-essential,S. pombe,0.5270535
Non-essential,S. pombe,0.679026
Non-essential,S. pombe,0.663951
Non-essential,S. pombe,0.588794
Non-essential,S. pombe,0.7522765
Non-essential,S. pombe,0.431179
Non-essential,S. pombe,0.568002
Non-essential,S. pombe,0.72728
Non-essential,S. pombe,0.482601
Non-essential,S. pombe,0.6381525
Non-essential,S. pombe,0.648524
Non-essential,S. pombe,0.76936
Non-essential,S. pombe,0.622968
Non-essential,S. pombe,0.363735
Non-essential,S. pombe,0.406691
Non-essential,S. pombe,0.3962685
Non-essential,S. pombe,0.517673
Non-essential,S. pombe,0.457768
Non-essential,S. pombe,0.426173
Non-essential,S. pombe,0.735493
Non-essential,S. pombe,0.414229
Non-essential,S. pombe,0.698188
Non-essential,S. pombe,0.635013
Non-essential,S. pombe,0.5548595
Non-essential,S. pombe,0.638838
Non-essential,S. pombe,0.3649865
Non-essential,S. pombe,0.3926055
Non-essential,S. pombe,0.385836
Non-essential,S. pombe,0.779837
Non-essential,S. pombe,0.606534
Non-essential,S. pombe,0.582761
Non-essential,S. pombe,0.614742
Non-essential,S. pombe,0.580862
Non-essential,S. pombe,0.375671
Non-essential,S. pombe,0.498654
Non-essential,S. pombe,0.509246
Non-essential,S. pombe,0.5731865
Non-essential,S. pombe,0.69231
Non-essential,S. pombe,0.3611235
Non-essential,S. pombe,0.402574
Non-essential,S. pombe,0.550189
Non-essential,S. pombe,0.561757
Non-essential,S. pombe,0.541193
Non-essential,S. pombe,0.4784915
Non-essential,S. pombe,0.598177
Non-essential,S. pombe,0.559665
Non-essential,S. pombe,0.453987
Non-essential,S. pombe,0.5385775
Non-essential,S. pombe,0.509599
Non-essential,S. pombe,0.6455965
Non-essential,S. pombe,0.6757595
Non-essential,S. pombe,0.4234495
Non-essential,S. pombe,0.6535865
Non-essential,S. pombe,0.575367
Non-essential,S. pombe,0.5033905
Non-essential,S. pombe,0.4642315
Non-essential,S. pombe,0.6474605
Non-essential,S. pombe,0.5546755
Non-essential,S. pombe,0.430592
Non-essential,S. pombe,0.394034
Non-essential,S. pombe,0.6862185
Non-essential,S. pombe,0.593275
Non-essential,S. pombe,0.739084
Non-essential,S. pombe,0.614258
Non-essential,S. pombe,0.505793
Non-essential,S. pombe,0.602047
Non-essential,S. pombe,0.621612
Non-essential,S. pombe,0.639016
Non-essential,S. pombe,0.527463
Non-essential,S. pombe,0.49031
Non-essential,S. pombe,0.4888725
Non-essential,S. pombe,0.594672
Non-essential,S. pombe,0.4585135
Non-essential,S. pombe,0.6449125
Non-essential,S. pombe,0.79772
Non-essential,S. pombe,0.4984015
Non-essential,S. pombe,0.740573
Non-essential,S. pombe,0.579781
Non-essential,S. pombe,0.5510375
Non-essential,S. pombe,0.551333
Non-essential,S. pombe,0.609816
Non-essential,S. pombe,0.6317345
Non-essential,S. pombe,0.640386
Non-essential,S. pombe,0.550784
Non-essential,S. pombe,0.456383
Non-essential,S. pombe,0.5012165
Non-essential,S. pombe,0.5012165
Non-essential,S. pombe,0.55222
Non-essential,S. pombe,0.734414
Non-essential,S. pombe,0.5580945
Non-essential,S. pombe,0.570552
Non-essential,S. pombe,0.40735
Non-essential,S. pombe,0.587587
Non-essential,S. pombe,0.275769
Non-essential,S. pombe,0.626349
Non-essential,S. pombe,0.331477
Non-essential,S. pombe,0.506218
Non-essential,S. pombe,0.4841575
Non-essential,S. pombe,0.46339
Non-essential,S. pombe,0.619145
Non-essential,S. pombe,0.356743
Non-essential,S. pombe,0.551771
Non-essential,S. pombe,0.4605295
Non-essential,S. pombe,0.658941
Non-essential,S. pombe,0.7273035
Non-essential,S. pombe,0.374307
Non-essential,S. pombe,0.362064
Non-essential,S. pombe,0.510397
Non-essential,S. pombe,0.597197
Non-essential,S. pombe,0.661025
Non-essential,S. pombe,0.628082
Non-essential,S. pombe,0.367281
Non-essential,S. pombe,0.540665
Non-essential,S. pombe,0.6543645
Non-essential,S. pombe,0.5151855
Non-essential,S. pombe,0.500116
Non-essential,S. pombe,0.4394485
Non-essential,S. pombe,0.620463
Non-essential,S. pombe,0.645826
Non-essential,S. pombe,0.569295
Non-essential,S. pombe,0.563456
Non-essential,S. pombe,0.400181
Non-essential,S. pombe,0.418809
Non-essential,S. pombe,0.548284
Non-essential,S. pombe,0.670014
Non-essential,S. pombe,0.580599
Non-essential,S. pombe,0.787127
Non-essential,S. pombe,0.349131
Non-essential,S. pombe,0.351737
Non-essential,S. pombe,0.4346255
Non-essential,S. pombe,0.641472
Non-essential,S. pombe,0.428217
Non-essential,S. pombe,0.64794
Non-essential,S. pombe,0.470528
Non-essential,S. pombe,0.551771
Non-essential,S. pombe,0.7553515
Non-essential,S. pombe,0.512995
Non-essential,S. pombe,0.4789665
Non-essential,S. pombe,0.6380545
Non-essential,S. pombe,0.669329
Non-essential,S. pombe,0.639997
Non-essential,S. pombe,0.509923
Non-essential,S. pombe,0.655758
Non-essential,S. pombe,0.651029
Non-essential,S. pombe,0.519941
Non-essential,S. pombe,0.797295
Non-essential,S. pombe,0.5086525
Non-essential,S. pombe,0.537897
Non-essential,S. pombe,0.602937
Non-essential,S. pombe,0.473076
Non-essential,S. pombe,0.6285295
Non-essential,S. pombe,0.604551
Non-essential,S. pombe,0.558219
Non-essential,S. pombe,0.649226
Non-essential,S. pombe,0.694412
Non-essential,S. pombe,0.7405325
Non-essential,S. pombe,0.573341
